,id,code,date,open_weekly,close_weekly,high_weekly,low_weekly,total_vol,oi
7584,ACL20181212,ACL,2018-12-12,13.71,14.22,14.57,12.91,217.68999999999627,22.799677
7589,ACL20181219,ACL,2018-12-19,14.31,14.22,14.61,13.84,284.86999999999625,22.799677
7594,ACL20181226,ACL,2018-12-26,14.22,12.46,14.57,12.25,265.18999999999625,22.799677
7599,ACL20190104,ACL,2019-01-04,12.46,12.76,13.37,11.6,111.78999999999628,22.799677
7604,ACL20190111,ACL,2019-01-11,13.32,13.86,15.02,12.89,187.14999999999628,22.799677
7609,ACL20190118,ACL,2019-01-18,14.57,14.22,14.57,13.41,248.1699999999963,22.799677
7614,ACL20190125,ACL,2019-01-25,14.05,17.71,18.67,13.97,353.50999999999624,22.799677
7619,ACL20190201,ACL,2019-02-01,17.79,17.83,18.87,16.55,315.0299999999963,22.799677
7624,ACL20190215,ACL,2019-02-15,17.83,17.79,18.61,17.19,304.1299999999963,22.799677
7629,ACL20190222,ACL,2019-02-22,17.94,16.65,17.96,16.12,240.99999999999628,22.799677
7634,ACL20190301,ACL,2019-03-01,16.91,16.95,17.58,16.5,118.39999999999628,22.799677
7639,ACL20190308,ACL,2019-03-08,16.95,16.37,17.36,16.37,208.7799999999963,22.799677
7644,ACL20190315,ACL,2019-03-15,16.37,15.94,16.72,15.47,129.7399999999963,22.799677
7649,ACL20190322,ACL,2019-03-22,16.12,16.24,17.02,16.12,193.25999999999627,22.799677
7654,ACL20190329,ACL,2019-03-29,15.73,15.6,16.22,15.47,63.48999999999627,22.799677
7659,ACL20190405,ACL,2019-04-05,15.6,16.42,16.85,15.26,109.50999999999628,22.799677
7664,ACL20190412,ACL,2019-04-12,16.33,19.12,19.17,15.9,580.6599999999962,22.799677
7669,ACL20190422,ACL,2019-04-22,18.91,17.64,20.33,17.19,477.3799999999963,22.799677
7674,ACL20190502,ACL,2019-05-02,17.62,17.62,18.48,17.21,213.71999999999628,22.799677
7679,ACL20190509,ACL,2019-05-09,17.4,17.17,18.05,16.76,325.15999999999633,22.799677
7684,ACL20190516,ACL,2019-05-16,17.1,17.06,17.83,17.06,229.0499999999963,22.799677
7689,ACL20190523,ACL,2019-05-23,17.32,17.6,17.6,16.63,195.73999999999631,22.799677
7694,ACL20190530,ACL,2019-05-30,17.6,17.1,17.71,17.08,526.6699999999963,22.799677
7699,ACL20190606,ACL,2019-06-06,17.1,15.99,17.1,15.51,209.6899999999963,22.799677
7704,ACL20190613,ACL,2019-06-13,15.9,15.9,16.44,15.9,105.25999999999631,22.799677
7709,ACL20190620,ACL,2019-06-20,15.99,15.71,16.03,15.21,88.83999999999631,22.799677
7714,ACL20190627,ACL,2019-06-27,15.73,16.31,17.08,15.47,139.3999999999963,22.799677
7719,ACL20190704,ACL,2019-07-04,16.12,15.64,16.76,15.47,134.6299999999963,22.799677
7724,ACL20190711,ACL,2019-07-11,15.77,15.77,16.07,15.6,102.4099999999963,22.799677
7729,ACL20190718,ACL,2019-07-18,15.86,16.93,17.53,15.81,278.6399999999963,22.799677
7734,ACL20190725,ACL,2019-07-25,17.1,15.73,17.1,15.56,314.50999999999635,22.799677
7739,ACL20190801,ACL,2019-08-01,15.9,15.54,16.16,15.26,43.6599999999963,22.799677
7744,ACL20190808,ACL,2019-08-08,15.39,15.17,15.47,13.67,241.6799999999963,22.799677
7749,ACL20190815,ACL,2019-08-15,15.04,14.7,15.39,14.48,81.5699999999963,22.799677
7754,ACL20190822,ACL,2019-08-22,14.96,14.48,15.0,14.18,64.65999999999632,22.799677
7759,ACL20190829,ACL,2019-08-29,14.48,14.27,14.61,14.01,29.069999999996305,22.799677
7764,ACL20190906,ACL,2019-09-06,14.61,15.3,15.47,14.35,121.0999999999963,22.799677
7769,ACL20190913,ACL,2019-09-13,15.3,14.83,15.34,14.61,47.6999999999963,22.799677
7774,ACL20190920,ACL,2019-09-20,14.78,14.83,15.04,14.18,22.609999999996305,22.799677
7779,ACL20190927,ACL,2019-09-27,14.83,14.35,15.0,14.33,62.819999999996305,22.799677
7784,ACL20191004,ACL,2019-10-04,14.44,14.53,14.78,13.11,128.9299999999963,22.799677
7789,ACL20191011,ACL,2019-10-11,14.53,13.82,14.91,13.75,86.9099999999963,22.799677
7794,ACL20191018,ACL,2019-10-18,14.1,11.95,14.1,11.67,150.8799999999963,22.799677
7799,ACL20191025,ACL,2019-10-25,11.47,11.62,11.86,10.72,196.3199999999963,22.799677
7804,ACL20191101,ACL,2019-11-01,11.62,11.36,12.27,11.18,74.24999999999629,22.799677
7809,ACL20191108,ACL,2019-11-08,11.77,11.36,11.77,10.91,74.28999999999631,22.799677
7814,ACL20191115,ACL,2019-11-15,11.5,11.27,11.5,11.02,32.97999999999631,22.799677
7819,ACL20191122,ACL,2019-11-22,11.27,9.91,11.32,9.91,145.7699999999963,22.799677
7824,ACL20191129,ACL,2019-11-29,9.93,10.23,10.41,9.05,98.5499999999963,22.799677
7829,ACL20191206,ACL,2019-12-06,10.23,9.77,10.23,9.14,132.51999999999632,22.799677
7834,ACL20191213,ACL,2019-12-13,9.86,10.73,10.73,9.86,47.7099999999963,22.799677
7839,ACL20191220,ACL,2019-12-20,10.73,10.59,10.73,10.27,42.28999999999631,22.799677
7844,ACL20191227,ACL,2019-12-27,10.59,10.59,11.0,10.23,18.029999999996303,22.799677
7849,ACL20200106,ACL,2020-01-06,10.68,10.34,10.68,10.0,35.58999999999631,22.799677
7854,ACL20200113,ACL,2020-01-13,10.23,10.27,10.59,10.0,7.709999999996309,22.799677
7859,ACL20200120,ACL,2020-01-20,9.84,9.68,10.18,9.55,78.0499999999963,22.799677
7864,ACL20200203,ACL,2020-02-03,9.77,9.52,10.61,9.52,30.64999999999631,22.799677
7869,ACL20200210,ACL,2020-02-10,9.52,9.77,9.93,9.09,64.80999999999631,22.799677
7874,ACL20200217,ACL,2020-02-17,10.0,9.68,10.0,9.55,109.9999999999963,22.799677
7879,ACL20200224,ACL,2020-02-24,9.68,9.34,9.84,9.09,100.63999999999632,22.799677
7884,ACL20200302,ACL,2020-03-02,8.73,8.45,9.34,8.45,49.64999999999631,22.799677
7889,ACL20200309,ACL,2020-03-09,8.64,8.73,9.27,8.41,82.41999999999632,22.799677
7894,ACL20200316,ACL,2020-03-16,8.25,8.36,8.61,7.61,53.989999999996314,22.799677
7899,ACL20200323,ACL,2020-03-23,7.8,8.11,8.64,7.7,73.5999999999963,22.799677
7904,ACL20200330,ACL,2020-03-30,8.14,8.07,8.14,7.59,47.92999999999631,22.799677
7909,ACL20200407,ACL,2020-04-07,8.09,8.18,8.23,7.41,34.38999999999631,22.799677
7914,ACL20200414,ACL,2020-04-14,8.09,8.41,9.14,7.95,121.17999999999631,22.799677
7919,ACL20200421,ACL,2020-04-21,8.41,8.73,9.43,8.18,134.26999999999632,22.799677
7924,ACL20200428,ACL,2020-04-28,8.73,8.45,8.86,8.23,87.69999999999632,22.799677
7929,ACL20200507,ACL,2020-05-07,8.5,7.91,8.5,7.59,172.96999999999633,22.799677
7934,ACL20200514,ACL,2020-05-14,8.16,10.25,10.82,8.0,416.01999999999634,22.799677
7939,ACL20200521,ACL,2020-05-21,9.82,11.18,11.18,8.95,288.89999999999634,22.799677
7944,ACL20200528,ACL,2020-05-28,11.95,11.27,11.95,11.09,685.0099999999964,22.799677
7949,ACL20200604,ACL,2020-06-04,11.5,11.09,11.55,11.07,265.65999999999633,22.799677
7954,ACL20200611,ACL,2020-06-11,11.09,11.27,12.05,11.02,341.9599999999963,22.799677
7959,ACL20200618,ACL,2020-06-18,10.91,10.36,11.0,10.23,210.16999999999632,22.799677
7964,ACL20200625,ACL,2020-06-25,10.36,10.36,10.86,10.27,84.80999999999631,22.799677
7969,ACL20200702,ACL,2020-07-02,10.36,10.23,10.45,9.45,96.41999999999632,22.799677
7974,ACL20200709,ACL,2020-07-09,10.23,10.82,10.95,9.82,82.92999999999631,22.799677
7979,ACL20200716,ACL,2020-07-16,10.82,14.18,14.18,10.73,702.5799999999963,22.799677
7984,ACL20200723,ACL,2020-07-23,15.16,12.68,15.16,12.09,677.3499999999963,22.799677
7989,ACL20200730,ACL,2020-07-30,12.55,12.27,12.73,10.95,541.3599999999963,22.799677
7994,ACL20200806,ACL,2020-08-06,12.05,15.1,15.1,12.05,1225.8999999999965,50.159019
7999,ACL20200813,ACL,2020-08-13,16.1,16.05,18.45,15.2,1325.8399999999963,50.159019
8004,ACL20200820,ACL,2020-08-20,16.05,15.0,16.45,15.0,486.4699999999964,50.159019
8009,ACL20200827,ACL,2020-08-27,14.8,16.2,16.3,14.8,673.2699999999963,50.159019
8014,ACL20200904,ACL,2020-09-04,16.3,15.2,16.5,15.0,558.5399999999963,50.159019
8019,ACL20200911,ACL,2020-09-11,15.2,15.6,16.0,15.2,451.24999999999636,50.159019
8024,ACL20200918,ACL,2020-09-18,15.9,15.45,16.0,15.4,475.7999999999964,50.159019
8029,ACL20200925,ACL,2020-09-25,15.4,15.2,15.8,15.1,330.44999999999635,50.159019
8034,ACL20201002,ACL,2020-10-02,15.1,14.1,15.2,13.65,1243.5499999999963,50.159019
8039,ACL20201009,ACL,2020-10-09,14.1,14.2,14.45,14.0,769.0899999999964,50.159019
8044,ACL20201016,ACL,2020-10-16,14.05,12.4,14.1,12.4,645.5299999999963,50.159019
8049,ACL20201023,ACL,2020-10-23,12.4,13.45,14.1,12.0,626.3299999999963,50.159019
8054,ACL20201030,ACL,2020-10-30,13.0,12.4,13.2,12.05,295.25999999999635,50.159019
8059,ACL20201106,ACL,2020-11-06,12.2,12.75,13.1,12.2,175.10999999999638,50.159019
8064,ACL20201113,ACL,2020-11-13,12.8,12.85,13.1,12.5,277.80999999999636,50.159019
8069,ACL20201120,ACL,2020-11-20,12.85,12.95,13.3,12.5,324.4799999999963,50.159019
8074,ACL20201127,ACL,2020-11-27,12.95,12.7,13.05,12.65,150.90999999999636,50.159019
8079,ACL20201204,ACL,2020-12-04,12.8,12.8,13.0,12.2,391.69999999999635,50.159019
8084,ACL20201211,ACL,2020-12-11,12.9,12.8,13.0,12.6,372.1599999999964,50.159019
8089,ACL20201218,ACL,2020-12-18,12.8,12.85,13.0,12.65,474.14999999999634,50.159019
8094,ACL20201225,ACL,2020-12-25,12.85,13.6,14.35,12.85,951.2599999999964,50.159019
8099,ACL20210104,ACL,2021-01-04,13.65,14.95,15.6,13.1,1326.7799999999963,50.159019
8104,ACL20210111,ACL,2021-01-11,14.9,15.3,15.4,14.5,1489.4999999999964,50.159019
8109,ACL20210118,ACL,2021-01-18,16.0,15.1,16.0,14.8,1032.3999999999962,50.159019
8114,ACL20210125,ACL,2021-01-25,15.1,14.0,15.25,13.3,643.8999999999962,50.159019
8119,ACL20210201,ACL,2021-02-01,14.0,11.6,14.0,11.15,488.99999999999625,50.159019
8124,ACL20210208,ACL,2021-02-08,11.6,11.8,12.6,11.3,262.79999999999626,50.159019
8129,ACL20210222,ACL,2021-02-22,11.85,13.9,14.8,11.85,518.2999999999963,50.159019
8134,ACL20210301,ACL,2021-03-01,13.7,13.7,13.8,13.1,381.9999999999963,50.159019
8139,ACL20210308,ACL,2021-03-08,13.7,14.0,15.0,13.55,354.6999999999963,50.159019
8144,ACL20210315,ACL,2021-03-15,14.0,13.9,14.1,13.7,252.99999999999628,50.159019
8149,ACL20210322,ACL,2021-03-22,13.8,14.0,14.65,13.8,504.59999999999627,50.159019
8154,ACL20210329,ACL,2021-03-29,14.0,13.55,14.2,13.1,310.9999999999963,50.159019
8159,ACL20210405,ACL,2021-04-05,13.55,13.4,13.55,12.8,265.3999999999963,50.159019
8164,ACL20210412,ACL,2021-04-12,13.35,13.35,13.4,13.1,268.0999999999963,50.159019
8169,ACL20210419,ACL,2021-04-19,13.4,12.95,13.8,12.8,296.9999999999963,50.159019
8174,ACL20210427,ACL,2021-04-27,13.1,12.9,13.15,12.55,181.0999999999963,50.159019
8179,ACL20210506,ACL,2021-05-06,12.7,12.6,12.9,12.55,111.4999999999963,50.159019
8184,ACL20210513,ACL,2021-05-13,12.55,12.3,12.6,11.6,243.7999999999963,50.159019
8189,ACL20210520,ACL,2021-05-20,12.1,11.5,12.3,11.4,178.6999999999963,50.159019
8194,ACL20210527,ACL,2021-05-27,11.3,11.7,12.6,11.3,247.3999999999963,50.159019
8199,ACL20210603,ACL,2021-06-03,11.6,12.4,12.5,11.0,209.0999999999963,50.159019
8204,ACL20210610,ACL,2021-06-10,12.6,13.3,13.3,12.1,503.39999999999634,50.159019
8209,ACL20210617,ACL,2021-06-17,13.7,13.55,13.8,12.5,697.2999999999963,50.159019
8214,ACL20210624,ACL,2021-06-24,13.75,12.9,13.75,12.9,387.4999999999963,50.159019
8219,ACL20210701,ACL,2021-07-01,13.0,12.8,13.3,12.65,215.9999999999963,50.159019
8224,ACL20210708,ACL,2021-07-08,12.6,11.85,12.9,11.8,235.39999999999634,50.159019
8229,ACL20210715,ACL,2021-07-15,11.8,11.55,11.8,10.8,138.3999999999963,50.159019
8234,ACL20210722,ACL,2021-07-22,11.6,11.65,11.7,10.8,114.29999999999632,50.159019
8239,ACL20210729,ACL,2021-07-29,11.65,11.5,11.8,11.1,146.8999999999963,50.159019
8244,ACL20210805,ACL,2021-08-05,11.5,11.6,11.75,11.2,241.9999999999963,50.159019
8249,ACL20210812,ACL,2021-08-12,11.75,12.15,12.5,11.5,341.2999999999963,50.159019
